Datetime,Open,High,Low,Close
2024-07-23 00:00:00+01:00,1.8245600461959839,1.8253300189971924,1.8223199844360352,1.8245099782943726
2024-07-23 04:00:00+01:00,1.824530005455017,1.8255800008773804,1.8232500553131104,1.8249200582504272
2024-07-23 08:00:00+01:00,1.8249499797821045,1.8249900341033936,1.8200099468231201,1.8206599950790405
2024-07-23 12:00:00+01:00,1.8206599950790405,1.8226799964904785,1.8201099634170532,1.8216899633407593
2024-07-23 16:00:00+01:00,1.821660041809082,1.8236099481582642,1.8208800554275513,1.8226200342178345
2024-07-23 20:00:00+01:00,1.82260000705719,1.8230299949645996,1.8195099830627441,1.8220000267028809
2024-07-24 00:00:00+01:00,1.8219799995422363,1.8278599977493286,1.821310043334961,1.8271499872207642
2024-07-24 04:00:00+01:00,1.8270900249481201,1.8337600231170654,1.8268699645996094,1.8291900157928467
2024-07-24 08:00:00+01:00,1.8291499614715576,1.8296600580215454,1.8250800371170044,1.8275500535964966
2024-07-24 12:00:00+01:00,1.8275400400161743,1.828529953956604,1.82368004322052,1.8250499963760376
2024-07-24 16:00:00+01:00,1.8250499963760376,1.8288999795913696,1.8242700099945068,1.8286999464035034
2024-07-24 20:00:00+01:00,1.8290899991989136,1.8295199871063232,1.8250900506973267,1.8284399509429932
2024-07-25 00:00:00+01:00,1.8283900022506714,1.8323099613189697,1.827720046043396,1.8302600383758545
2024-07-25 04:00:00+01:00,1.830299973487854,1.8338199853897095,1.8300399780273438,1.8317999839782715
2024-07-25 08:00:00+01:00,1.8318300247192383,1.8389300107955933,1.8310799598693848,1.8380299806594849
2024-07-25 12:00:00+01:00,1.8380399942398071,1.8426200151443481,1.8354500532150269,1.8384900093078613
2024-07-25 16:00:00+01:00,1.838379979133606,1.8418200016021729,1.8381500244140625,1.8411600589752197
2024-07-25 20:00:00+01:00,1.8411600589752197,1.8431299924850464,1.8394999504089355,1.8428699970245361
2024-07-26 00:00:00+01:00,1.842900037765503,1.8443000316619873,1.8415299654006958,1.8438199758529663
2024-07-26 04:00:00+01:00,1.8438400030136108,1.8450000286102295,1.840440034866333,1.8411799669265747
2024-07-26 08:00:00+01:00,1.8411500453948975,1.8416999578475952,1.8371299505233765,1.8409500122070312
2024-07-26 12:00:00+01:00,1.841130018234253,1.8447099924087524,1.8391900062561035,1.842810034751892
2024-07-26 16:00:00+01:00,1.842810034751892,1.8436299562454224,1.8412799835205078,1.842829942703247
2024-07-26 20:00:00+01:00,1.8428399562835693,1.8439500331878662,1.8401000499725342,1.8438199758529663
2024-07-29 00:00:00+01:00,1.843790054321289,1.844130039215088,1.8407700061798096,1.8423399925231934
2024-07-29 04:00:00+01:00,1.8423700332641602,1.8451600074768066,1.8411999940872192,1.8430299758911133
2024-07-29 08:00:00+01:00,1.8430800437927246,1.8448400497436523,1.840559959411621,1.841920018196106
2024-07-29 12:00:00+01:00,1.8419699668884277,1.8446300029754639,1.8409700393676758,1.8436299562454224
2024-07-29 16:00:00+01:00,1.8436000347137451,1.8447599411010742,1.8409099578857422,1.84142005443573
2024-07-29 20:00:00+01:00,1.841689944267273,1.842900037765503,1.8395299911499023,1.8398799896240234
2024-07-30 00:00:00+01:00,1.839750051498413,1.8432799577713013,1.83843994140625,1.83951997756958
2024-07-30 04:00:00+01:00,1.8394999504089355,1.839859962463379,1.8340500593185425,1.8344700336456299
2024-07-30 08:00:00+01:00,1.8342599868774414,1.8389899730682373,1.833400011062622,1.8384900093078613
2024-07-30 12:00:00+01:00,1.8384900093078613,1.8392599821090698,1.8310799598693848,1.83201003074646
2024-07-30 16:00:00+01:00,1.8320399522781372,1.8333300352096558,1.831220030784607,1.8316500186920166
2024-07-30 20:00:00+01:00,1.8318400382995605,1.833240032196045,1.8299399614334106,1.8315099477767944
2024-07-31 00:00:00+01:00,1.8313299417495728,1.8372199535369873,1.8264399766921997,1.8328200578689575
2024-07-31 04:00:00+01:00,1.8328299522399902,1.834879994392395,1.8260200023651123,1.8264399766921997
2024-07-31 08:00:00+01:00,1.8263800144195557,1.8318899869918823,1.8249599933624268,1.8302700519561768
2024-07-31 12:00:00+01:00,1.8299800157546997,1.8308099508285522,1.8207299709320068,1.821679949760437
2024-07-31 16:00:00+01:00,1.8217500448226929,1.8234599828720093,1.8163000345230103,1.81836998462677
2024-07-31 20:00:00+01:00,1.8185900449752808,1.8200199604034424,1.816499948501587,1.8181500434875488
2024-08-01 00:00:00+01:00,1.8180999755859375,1.8207900524139404,1.8162800073623657,1.8175599575042725
2024-08-01 04:00:00+01:00,1.8175499439239502,1.820539951324463,1.8169900178909302,1.8180500268936157
2024-08-01 08:00:00+01:00,1.8180099725723267,1.8184800148010254,1.8129199743270874,1.8145899772644043
2024-08-01 12:00:00+01:00,1.8145999908447266,1.8162000179290771,1.8066200017929077,1.8101600408554077
2024-08-01 16:00:00+01:00,1.8101500272750854,1.8144999742507935,1.8090300559997559,1.813349962234497
2024-08-01 20:00:00+01:00,1.8133800029754639,1.8162100315093994,1.812399983406067,1.8157000541687012
