Date,Open,High,Low,Close
2024-10-01,4.095252990722656,4.529836177825928,3.5218570232391357,4.047475814819336
2024-10-02,4.046364784240723,4.198637008666992,3.1969850063323975,3.262453079223633
2024-10-03,3.262453079223633,3.688739061355591,3.189846992492676,3.368032932281494
2024-10-04,3.3470571041107178,3.696837902069092,3.284960985183716,3.5722548961639404
2024-10-05,3.5722548961639404,3.6141960620880127,3.177103042602539,3.1837379932403564
2024-10-06,3.1837379932403564,3.3111889362335205,3.0587589740753174,3.295430898666382
2024-10-07,3.295430898666382,3.656562089920044,3.288620948791504,3.369123935699463
2024-10-08,3.369123935699463,4.026578903198242,3.3416640758514404,3.7262279987335205
2024-10-09,3.728563070297241,4.147213935852051,3.6006410121917725,3.697432041168213
2024-10-10,3.666800022125244,3.842794895172119,3.4855051040649414,3.7230329513549805
2024-10-11,3.7230329513549805,4.120306015014648,3.6791720390319824,3.9156088829040527
2024-10-12,3.9156088829040527,4.012448787689209,3.7262649536132812,3.738297939300537
2024-10-13,3.738297939300537,3.760780096054077,3.491408109664917,3.569835901260376
2024-10-14,3.569835901260376,3.795025110244751,3.473412036895752,3.7665719985961914
2024-10-15,3.7665719985961914,3.8034040927886963,3.4188599586486816,3.4671339988708496
2024-10-16,3.5051660537719727,3.5896499156951904,3.256319999694824,3.327704906463623
2024-10-17,3.327704906463623,3.407618999481201,3.11600399017334,3.239445924758911
2024-10-18,3.239445924758911,3.6143949031829834,3.2391350269317627,3.609860897064209
2024-10-19,3.609860897064209,3.712954044342041,3.5658531188964844,3.6621079444885254
2024-10-20,3.6621079444885254,3.7881689071655273,3.485059976577759,3.7423229217529297
2024-10-21,3.7424769401550293,3.815804958343506,3.443552017211914,3.469372034072876
2024-10-22,3.469372034072876,3.5368969440460205,3.369805097579956,3.424025058746338
2024-10-23,3.424025058746338,3.527543067932129,3.1729650497436523,3.2151010036468506
2024-10-24,3.21996808052063,3.3185179233551025,3.166630983352661,3.2391679286956787
2024-10-25,3.245429039001465,3.2877519130706787,2.686026096343994,2.7569069862365723
2024-10-26,2.7569429874420166,2.955432891845703,2.709990978240967,2.953099012374878
2024-10-27,2.953054904937744,2.9868528842926025,2.809648036956787,2.8446450233459473
2024-10-28,2.8427770137786865,2.921189069747925,2.6559898853302,2.8621339797973633
2024-10-29,2.862170934677124,2.995889902114868,2.7835049629211426,2.8644580841064453
2024-10-30,2.8476579189300537,3.1761651039123535,2.8102331161499023,2.9604880809783936
2024-10-31,2.9604809284210205,2.964751958847046,2.7412540912628174,2.7413229942321777
2024-11-01,2.7413229942321777,2.8283119201660156,2.504265069961548,2.5224039554595947
2024-11-02,2.5224039554595947,2.5678539276123047,2.324307918548584,2.3541150093078613
2024-11-03,2.3541150093078613,2.451472043991089,2.252255916595459,2.449971914291382
2024-11-04,2.4477880001068115,2.478602886199951,2.3547449111938477,2.354909896850586
2024-11-05,2.354909896850586,2.5831069946289062,2.344655990600586,2.4072089195251465
2024-11-06,2.4072089195251465,2.950655937194824,2.407197952270508,2.9366939067840576
2024-11-07,2.8875179290771484,3.2530429363250732,2.844075918197632,3.169236898422241
2024-11-08,3.176269054412842,3.3233420848846436,2.9773271083831787,3.0402560234069824
2024-11-09,3.036189079284668,3.343216896057129,2.9460079669952393,3.2729458808898926
2024-11-10,3.2729458808898926,3.4406869411468506,3.036374092102051,3.1937339305877686
2024-11-11,3.1937339305877686,3.299298048019409,2.984081983566284,3.1590418815612793
2024-11-12,3.232193946838379,3.255068063735962,2.6832380294799805,2.8696749210357666
2024-11-13,2.8107149600982666,2.844827890396118,2.4368839263916016,2.551029920578003
2024-11-14,2.551029920578003,2.69331693649292,2.361109972000122,2.3932371139526367
2024-11-15,2.393454074859619,2.4596359729766846,2.3128249645233154,2.451493978500366
2024-11-16,2.4376790523529053,2.6234560012817383,2.3936450481414795,2.4950098991394043
2024-11-17,2.4950098991394043,2.533708095550537,2.349832057952881,2.395447015762329
2024-11-18,2.395447015762329,2.7108230590820312,2.2791049480438232,2.685741901397705
2024-11-19,2.685741901397705,2.688378095626831,2.3626699447631836,2.418315887451172
2024-11-20,2.418315887451172,2.419872999191284,2.1977860927581787,2.2231550216674805
2024-11-21,2.2231550216674805,2.8033180236816406,2.1555840969085693,2.6136629581451416
2024-11-22,2.6137900352478027,2.7272820472717285,2.439220905303955,2.5011229515075684
2024-11-23,2.5783119201660156,2.858556032180786,2.5291810035705566,2.780791997909546
2024-11-24,2.780791997909546,3.0436151027679443,2.559731960296631,2.8193459510803223
2024-11-25,2.914937973022461,3.3588550090789795,2.8995680809020996,3.1796019077301025
2024-11-26,3.1583330631256104,3.4000489711761475,2.9105679988861084,3.3945209980010986
2024-11-27,3.3945209980010986,4.137825965881348,3.283128023147583,4.026172161102295
2024-11-28,3.8609371185302734,3.910928964614868,3.5630359649658203,3.6357269287109375
2024-11-29,3.6357269287109375,3.6899731159210205,3.5106520652770996,3.587939977645874
2024-11-30,3.569406032562256,3.9569079875946045,3.5530779361724854,3.6338651180267334
2024-12-01,3.6338651180267334,4.082228183746338,3.609441041946411,3.8612589836120605
2024-12-02,3.838444948196411,3.896820068359375,3.476867914199829,3.8411500453948975
2024-12-03,3.8623390197753906,3.9623639583587646,3.607785940170288,3.9096860885620117
2024-12-04,3.961397886276245,4.304299831390381,3.8171510696411133,3.85390305519104
2024-12-05,3.85390305519104,3.978101968765259,3.682248115539551,3.8133978843688965
2024-12-06,3.8197929859161377,5.058073043823242,3.8091139793395996,4.741375923156738
2024-12-07,4.741375923156738,4.993063926696777,4.371510982513428,4.464893817901611
2024-12-08,4.475298881530762,4.97462797164917,4.3917341232299805,4.899117946624756
2024-12-09,4.783382892608643,4.941508769989014,4.0269389152526855,4.575623989105225
2024-12-10,4.575969219207764,4.837562084197998,4.082164764404297,4.289196968078613
2024-12-11,4.289196968078613,5.257069110870361,4.1860527992248535,5.100186824798584
2024-12-12,5.100186824798584,5.382069110870361,4.834947109222412,4.9161248207092285
2024-12-13,4.9161248207092285,5.187482833862305,4.750529766082764,4.915799140930176
2024-12-14,4.908985137939453,4.990301132202148,4.493721961975098,4.6270928382873535
2024-12-15,4.633447170257568,5.057555198669434,4.529883861541748,4.84807014465332
2024-12-16,5.00900411605835,5.5918450355529785,4.882983207702637,5.492721080780029
2024-12-17,5.492721080780029,5.651838779449463,5.0194878578186035,5.061709880828857
2024-12-18,5.061644077301025,5.380590915679932,4.738987922668457,4.975632190704346
2024-12-19,4.975632190704346,5.076940059661865,4.1809401512146,4.235501766204834
2024-12-20,4.235501766204834,4.308533191680908,3.5367789268493652,4.189943790435791
2024-12-21,4.189943790435791,4.466425895690918,3.6712911128997803,3.7571780681610107
2024-12-22,3.7571780681610107,3.838175058364868,3.5373730659484863,3.60263991355896
2024-12-23,3.60263991355896,4.0055131912231445,3.5217490196228027,3.9015328884124756
2024-12-24,3.9015328884124756,4.0466389656066895,3.7253870964050293,3.9749960899353027
2024-12-25,3.9749960899353027,3.9749960899353027,3.686898946762085,3.753092050552368
2024-12-26,3.753092050552368,3.795886993408203,3.2975471019744873,3.339555025100708
2024-12-27,3.330641984939575,3.600421905517578,3.318474054336548,3.3964760303497314
2024-12-28,3.3964760303497314,3.5732669830322266,3.3171019554138184,3.5629940032958984
2024-12-29,3.5629940032958984,3.5745060443878174,3.2790870666503906,3.323209047317505
2024-12-30,3.3231990337371826,3.7634589672088623,3.306317090988159,3.6752119064331055
2024-12-31,3.674833059310913,3.8390259742736816,3.469904899597168,3.5029540061950684
2025-01-01,3.5029540061950684,3.678072929382324,3.3922910690307617,3.624156951904297
2025-01-02,3.624159097671509,3.8724310398101807,3.6139509677886963,3.7468628883361816
2025-01-03,3.7468628883361816,4.085281848907471,3.5783228874206543,4.02735710144043
2025-01-04,4.02735710144043,4.181633949279785,3.900660991668701,4.048178195953369
2025-01-05,4.04813814163208,4.219203948974609,3.9315199851989746,4.119629859924316
2025-01-06,4.119629859924316,4.267423152923584,3.9880380630493164,4.046290874481201
2025-01-07,4.046013832092285,4.054562091827393,3.5622711181640625,3.565824031829834
2025-01-08,3.565824031829834,3.6391708850860596,3.256895065307617,3.4218909740448
2025-01-09,3.4218909740448,3.461627960205078,3.1471939086914062,3.200239896774292
2025-01-10,3.200223922729492,3.3447580337524414,3.0710039138793945,3.1163899898529053
2025-01-11,3.11653208732605,3.188354969024658,2.997354030609131,3.097162961959839
2025-01-12,3.097162961959839,3.237607955932617,3.0653059482574463,3.092242956161499
2025-01-13,3.092242956161499,3.2112340927124023,2.712860107421875,2.981813907623291
2025-01-14,2.981813907623291,3.151189088821411,2.9392271041870117,3.1020069122314453
2025-01-15,3.1020069122314453,3.4182519912719727,2.969538927078247,3.4126479625701904
2025-01-16,3.4126789569854736,3.4221699237823486,3.2016799449920654,3.265800952911377
2025-01-17,3.2657179832458496,3.5161449909210205,3.2633330821990967,3.451957941055298
2025-01-18,3.451957941055298,3.527461051940918,2.808651924133301,2.851646900177002
2025-01-19,2.851717948913574,3.136370897293091,2.6578140258789062,2.692430019378662
2025-01-20,2.692452907562256,3.0505740642547607,2.5300049781799316,2.740187883377075
2025-01-21,2.740149974822998,2.8485240936279297,2.596561908721924,2.767702102661133
2025-01-22,2.767702102661133,2.8120980262756348,2.5765509605407715,2.5862739086151123
2025-01-23,2.5861449241638184,2.7601470947265625,2.508328914642334,2.7359800338745117
2025-01-24,2.7359371185302734,3.0013010501861572,2.5893330574035645,2.751286029815674
2025-01-25,2.7513339519500732,2.9166650772094727,2.6818161010742188,2.8041529655456543
2025-01-26,2.80416202545166,2.8602828979492188,2.655107021331787,2.6567609310150146
2025-01-27,2.6567609310150146,2.6650800704956055,2.351392984390259,2.5747649669647217
2025-01-28,2.5747649669647217,2.7125399112701416,2.4019908905029297,2.423779010772705
2025-01-29,2.423779010772705,2.777822971343994,2.3809750080108643,2.6255040168762207
2025-01-30,2.6258809566497803,2.956787109375,2.6030240058898926,2.799372911453247
2025-01-31,2.799372911453247,3.192357063293457,2.7248659133911133,3.0047519207000732
2025-02-01,3.00484299659729,3.0677249431610107,2.5488269329071045,2.577100992202759
2025-02-02,2.577100992202759,2.66458797454834,2.1043701171875,2.1802361011505127
2025-02-03,2.1802361011505127,2.2517170906066895,1.520408034324646,2.187659978866577
2025-02-04,2.187659978866577,2.1892590522766113,1.8288120031356812,1.9677300453186035
2025-02-05,1.9677300453186035,1.9767999649047852,1.8285399675369263,1.8809770345687866
2025-02-06,1.8809770345687866,1.883829951286316,1.6800940036773682,1.6923140287399292
2025-02-07,1.6922399997711182,1.9026819467544556,1.6221979856491089,1.6983590126037598
