Date,Open,High,Low,Close
2021-07-19,15736.599609375,15899.7998046875,15726.400390625,15856.0498046875
2021-07-26,15849.2998046875,15893.349609375,15513.4501953125,15763.0498046875
2021-08-02,15874.900390625,16349.4501953125,15834.650390625,16238.2001953125
2021-08-09,16281.349609375,16543.599609375,16162.5498046875,16529.099609375
2021-08-16,16518.400390625,16701.849609375,16376.0498046875,16450.5
2021-08-23,16592.25,16722.05078125,16395.69921875,16705.19921875
2021-08-30,16775.849609375,17340.099609375,16764.849609375,17323.599609375
2021-09-06,17399.349609375,17436.5,17254.19921875,17369.25
2021-09-13,17363.55078125,17792.94921875,17269.150390625,17585.150390625
2021-09-20,17443.849609375,17947.650390625,17326.099609375,17853.19921875
2021-09-27,17932.19921875,17943.5,17452.900390625,17532.05078125
2021-10-04,17615.55078125,17941.849609375,17581.349609375,17895.19921875
2021-10-11,17867.55078125,18350.75,17839.099609375,18338.55078125
2021-10-18,18500.099609375,18604.44921875,18034.349609375,18114.900390625
2021-10-25,18229.5,18342.05078125,17613.099609375,17671.650390625
2021-11-01,17783.150390625,18012.25,17697.099609375,17916.80078125
2021-11-08,18040.19921875,18123.0,17798.19921875,18102.75
2021-11-15,18140.94921875,18210.150390625,17688.5,17764.80078125
2021-11-22,17796.25,17805.25,16985.69921875,17026.44921875
2021-11-29,17055.80078125,17489.80078125,16782.400390625,17196.69921875
2021-12-06,17209.05078125,17543.25,16891.69921875,17511.30078125
2021-12-13,17619.099609375,17639.5,16966.44921875,16985.19921875
2021-12-20,16824.25,17155.599609375,16410.19921875,17003.75
2021-12-27,16937.75,17400.80078125,16833.19921875,17354.05078125
2022-01-03,17387.150390625,17944.69921875,17383.30078125,17812.69921875
2022-01-10,17913.30078125,18286.94921875,17879.150390625,18255.75
2022-01-17,18235.650390625,18350.94921875,17485.849609375,17617.150390625
2022-01-24,17575.150390625,17599.400390625,16836.80078125,17101.94921875
2022-01-31,17301.05078125,17794.599609375,17244.55078125,17516.30078125
2022-02-07,17456.30078125,17639.44921875,17043.650390625,17374.75
2022-02-14,17076.150390625,17490.599609375,16809.650390625,17276.30078125
2022-02-21,17192.25,17351.05078125,16203.25,16658.400390625
2022-02-28,16481.599609375,16815.900390625,16133.7998046875,16245.349609375
2022-03-07,15867.9501953125,16757.30078125,15671.4501953125,16630.44921875
2022-03-14,16633.69921875,17344.599609375,16555.0,17287.05078125
2022-03-21,17329.5,17442.400390625,17006.30078125,17153.0
2022-03-28,17181.849609375,17703.69921875,17003.900390625,17670.44921875
2022-04-04,17809.099609375,18114.650390625,17600.55078125,17784.349609375
2022-04-11,17740.900390625,17779.05078125,17442.349609375,17475.650390625
2022-04-18,17183.44921875,17414.69921875,16824.69921875,17171.94921875
2022-04-25,17009.05078125,17377.650390625,16888.69921875,17102.55078125
2022-05-02,16924.44921875,17132.849609375,16340.900390625,16411.25
2022-05-09,16227.7001953125,16404.55078125,15735.75,15782.150390625
2022-05-16,15845.099609375,16399.80078125,15739.650390625,16266.150390625
2022-05-23,16290.9501953125,16414.69921875,15903.7001953125,16352.4501953125
2022-05-30,16527.900390625,16793.849609375,16438.849609375,16584.30078125
2022-06-06,16530.69921875,16610.94921875,16172.599609375,16201.7998046875
2022-06-13,15877.5498046875,15886.150390625,15183.400390625,15293.5
2022-06-20,15334.5,15749.25,15191.099609375,15699.25
2022-06-27,15926.2001953125,15927.4501953125,15511.0498046875,15752.0498046875
2022-07-04,15710.5,16275.5,15661.7998046875,16220.599609375
2022-07-11,16136.150390625,16248.5498046875,15858.2001953125,16049.2001953125
2022-07-18,16151.400390625,16752.25,16142.2001953125,16719.44921875
2022-07-25,16662.55078125,17172.80078125,16438.75,17158.25
2022-08-01,17243.19921875,17490.69921875,17154.80078125,17397.5
2022-08-08,17401.5,17724.650390625,17359.75,17698.150390625
2022-08-15,17797.19921875,17992.19921875,17710.75,17758.44921875
2022-08-22,17682.900390625,17726.5,17345.19921875,17558.900390625
2022-08-29,17188.650390625,17777.650390625,17166.19921875,17539.44921875
2022-09-05,17546.44921875,17925.94921875,17484.30078125,17833.349609375
2022-09-12,17890.849609375,18096.150390625,17497.25,17530.849609375
2022-09-19,17540.650390625,17919.30078125,17291.650390625,17327.349609375
2022-09-26,17156.30078125,17196.400390625,16747.69921875,17094.349609375
2022-10-03,17102.099609375,17428.80078125,16855.55078125,17314.650390625
2022-10-10,17094.349609375,17348.55078125,16950.30078125,17185.69921875
2022-10-17,17144.80078125,17670.150390625,17098.55078125,17576.30078125
2022-10-24,17736.349609375,17838.900390625,17637.0,17786.80078125
2022-10-31,17910.19921875,18178.75,17899.900390625,18117.150390625
2022-11-07,18211.75,18362.30078125,17969.400390625,18349.69921875
2022-11-14,18376.400390625,18442.150390625,18209.80078125,18307.650390625
2022-11-21,18246.400390625,18534.900390625,18133.349609375,18512.75
2022-11-28,18430.55078125,18887.599609375,18365.599609375,18696.099609375
2022-12-05,18719.55078125,18728.599609375,18410.099609375,18496.599609375
2022-12-12,18402.150390625,18696.099609375,18255.150390625,18269.0
2022-12-19,18288.099609375,18473.349609375,17779.5,17806.80078125
2022-12-26,17830.400390625,18265.25,17774.25,18105.30078125
2023-01-02,18131.69921875,18251.94921875,17795.55078125,17859.44921875
2023-01-09,17952.55078125,18141.400390625,17761.650390625,17956.599609375
2023-01-16,18033.150390625,18183.75,17853.650390625,18027.650390625
2023-01-23,18118.44921875,18201.25,17493.55078125,17604.349609375
2023-01-30,17541.94921875,17972.19921875,17353.400390625,17854.05078125
2023-02-06,17818.55078125,17916.900390625,17652.55078125,17856.5
2023-02-13,17859.099609375,18134.75,17719.75,17944.19921875
2023-02-20,17965.55078125,18004.349609375,17421.80078125,17465.80078125
2023-02-27,17428.599609375,17644.75,17255.19921875,17594.349609375
2023-03-06,17680.349609375,17799.94921875,17324.349609375,17412.900390625
2023-03-13,17421.900390625,17529.900390625,16850.150390625,17100.05078125
2023-03-20,17066.599609375,17207.25,16828.349609375,16945.05078125
2023-03-27,16984.30078125,17381.599609375,16913.75,17359.75
2023-04-03,17427.94921875,17638.69921875,17312.75,17599.150390625
2023-04-10,17634.900390625,17842.150390625,17597.94921875,17828.0
2023-04-17,17863.0,17863.0,17553.94921875,17624.05078125
2023-04-24,17707.55078125,18089.150390625,17612.5,18065.0
2023-05-01,18124.80078125,18267.44921875,18042.400390625,18069.0
2023-05-08,18120.599609375,18389.69921875,18100.30078125,18314.80078125
2023-05-15,18339.30078125,18458.900390625,18060.400390625,18203.400390625
2023-05-22,18201.099609375,18508.55078125,18178.849609375,18499.349609375
2023-05-29,18619.150390625,18662.44921875,18464.55078125,18534.099609375
2023-06-05,18612.0,18777.900390625,18531.599609375,18563.400390625
2023-06-12,18595.05078125,18864.69921875,18559.75,18826.0
2023-06-19,18873.30078125,18886.599609375,18647.099609375,18665.5
2023-06-26,18682.349609375,19201.69921875,18646.69921875,19189.05078125
2023-07-03,19246.5,19523.599609375,19234.400390625,19331.80078125
2023-07-10,19400.349609375,19595.349609375,19327.099609375,19564.5
2023-07-17,19612.150390625,19991.849609375,19562.94921875,19745.0
2023-07-24,19748.44921875,19867.55078125,19563.099609375,19646.05078125
2023-07-31,19666.349609375,19795.599609375,19296.44921875,19517.0
2023-08-07,19576.849609375,19645.5,19412.75,19428.30078125
2023-08-14,19383.94921875,19482.75,19253.599609375,19310.150390625
2023-08-21,19320.650390625,19584.44921875,19229.69921875,19265.80078125
2023-08-28,19298.349609375,19458.55078125,19223.650390625,19435.30078125
2023-09-04,19525.05078125,19867.150390625,19432.849609375,19819.94921875
2023-09-11,19890.0,20222.44921875,19865.349609375,20192.349609375
2023-09-18,20155.94921875,20195.349609375,19657.5,19674.25
2023-09-25,19678.19921875,19766.650390625,19492.099609375,19638.30078125
2023-10-02,19622.400390625,19675.75,19333.599609375,19653.5
2023-10-09,19539.44921875,19843.30078125,19480.5,19751.05078125
2023-10-16,19737.25,19849.75,19512.349609375,19542.650390625
2023-10-23,19521.599609375,19556.849609375,18837.849609375,19047.25
2023-10-30,19053.400390625,19276.25,18940.0,19230.599609375
2023-11-06,19345.849609375,19464.400390625,19309.69921875,19425.349609375
2023-11-13,19486.75,19875.25,19414.75,19731.80078125
2023-11-20,19731.150390625,19875.150390625,19670.5,19794.69921875
2023-11-27,19844.650390625,20291.55078125,19800.0,20267.900390625
2023-12-04,20601.94921875,21006.099609375,20507.75,20969.400390625
2023-12-11,20965.30078125,21492.30078125,20769.5,21456.650390625
2023-12-18,21434.80078125,21593.0,20976.80078125,21349.400390625
2023-12-25,21365.19921875,21801.44921875,21329.44921875,21731.400390625
2024-01-01,21727.75,21834.349609375,21500.349609375,21710.80078125
2024-01-08,21747.599609375,21928.25,21448.650390625,21894.55078125
2024-01-15,22053.150390625,22124.150390625,21285.55078125,21622.400390625
2024-01-22,21716.69921875,21750.25,21137.19921875,21352.599609375
2024-01-29,21433.099609375,22126.80078125,21429.599609375,21853.80078125
2024-02-05,21921.05078125,22053.30078125,21629.900390625,21782.5
2024-02-12,21800.80078125,22068.650390625,21530.19921875,22040.69921875
2024-02-19,22103.44921875,22297.5,21875.25,22212.69921875
2024-02-26,22169.19921875,22353.30078125,21860.650390625,22338.75
2024-03-04,22403.5,22525.650390625,22224.349609375,22493.55078125
2024-03-11,22517.5,22526.599609375,21905.650390625,22023.349609375
2024-03-18,21990.099609375,22180.69921875,21710.19921875,22096.75
2024-03-25,21947.900390625,22516.0,21947.55078125,22326.900390625
2024-04-01,22455.0,22619.0,22303.80078125,22513.69921875
2024-04-08,22578.349609375,22775.69921875,22503.75,22519.400390625
2024-04-15,22339.05078125,22427.44921875,21777.650390625,22147.0
2024-04-22,22336.900390625,22625.94921875,22198.150390625,22419.94921875
2024-04-29,22475.55078125,22794.69921875,22348.05078125,22475.849609375
2024-05-06,22561.599609375,22588.80078125,21932.400390625,22055.19921875
2024-05-13,22027.94921875,22502.150390625,21821.05078125,22466.099609375
2024-05-20,22404.55078125,23026.400390625,22404.55078125,22957.099609375
2024-05-27,23038.94921875,23110.80078125,22417.0,22530.69921875
2024-06-03,23337.900390625,23338.69921875,21281.44921875,23290.150390625
2024-06-10,23319.150390625,23490.400390625,23206.650390625,23465.599609375
2024-06-17,23570.80078125,23667.099609375,23398.19921875,23501.099609375
2024-06-24,23382.30078125,24174.0,23350.0,24010.599609375
