Datetime,Open,High,Low,Close
2024-07-23 08:00:00+01:00,70.19999694824219,70.87999725341797,69.83999633789062,70.69999694824219
2024-07-23 12:00:00+01:00,70.77999877929688,70.80000305175781,70.0199966430664,70.36000061035156
2024-07-23 16:00:00+01:00,70.37989807128906,70.58000183105469,70.30000305175781,70.58000183105469
2024-07-24 08:00:00+01:00,70.04000091552734,70.62000274658203,69.80000305175781,70.27999877929688
2024-07-24 12:00:00+01:00,70.31999969482422,70.54000091552734,70.05999755859375,70.27999877929688
2024-07-24 16:00:00+01:00,70.27999877929688,70.48999786376953,70.19999694824219,70.44000244140625
2024-07-25 08:00:00+01:00,69.5,70.58000183105469,68.58000183105469,70.55999755859375
2024-07-25 12:00:00+01:00,70.58000183105469,72.33999633789062,70.37999725341797,71.81999969482422
2024-07-25 16:00:00+01:00,71.81999969482422,72.13999938964844,71.76000213623047,72.13999938964844
2024-07-26 08:00:00+01:00,72.08000183105469,73.31999969482422,71.9000015258789,72.822998046875
2024-07-26 12:00:00+01:00,72.81939697265625,73.23999786376953,72.08000183105469,72.72000122070312
2024-07-26 16:00:00+01:00,72.73999786376953,73.22000122070312,72.63999938964844,73.22000122070312
2024-07-29 08:00:00+01:00,74.16000366210938,74.77999877929688,73.62000274658203,73.72000122070312
2024-07-29 12:00:00+01:00,73.69999694824219,73.69999694824219,73.22000122070312,73.4000015258789
2024-07-29 16:00:00+01:00,73.4000015258789,73.41999816894531,73.22000122070312,73.22000122070312
2024-07-30 08:00:00+01:00,73.36000061035156,73.4000015258789,72.76000213623047,73.08000183105469
2024-07-30 12:00:00+01:00,73.13999938964844,73.4000015258789,72.80000305175781,73.23999786376953
2024-07-30 16:00:00+01:00,73.22000122070312,73.30000305175781,73.16000366210938,73.23999786376953
2024-07-31 08:00:00+01:00,73.5199966430664,74.36000061035156,73.41999816894531,73.68000030517578
2024-07-31 12:00:00+01:00,73.66000366210938,73.69999694824219,72.36000061035156,72.4800033569336
2024-07-31 16:00:00+01:00,72.44000244140625,72.72000122070312,72.30000305175781,72.44000244140625
2024-08-01 08:00:00+01:00,72.83999633789062,73.19999694824219,71.95140075683594,72.60990142822266
2024-08-01 12:00:00+01:00,72.80000305175781,73.26000213623047,71.95999908447266,72.05999755859375
2024-08-01 16:00:00+01:00,72.08000183105469,72.33999633789062,72.0199966430664,72.12000274658203
2024-08-02 08:00:00+01:00,71.63999938964844,72.23999786376953,71.4000015258789,72.13999938964844
2024-08-02 12:00:00+01:00,72.16000366210938,72.4800033569336,71.80000305175781,71.95999908447266
2024-08-02 16:00:00+01:00,71.9800033569336,72.26000213623047,71.94000244140625,72.26000213623047
2024-08-05 08:00:00+01:00,70.36000061035156,71.62999725341797,68.54000091552734,69.04000091552734
2024-08-05 12:00:00+01:00,69.04000091552734,69.23999786376953,68.08000183105469,69.05999755859375
2024-08-05 16:00:00+01:00,69.08000183105469,69.44000244140625,68.58000183105469,69.36000061035156
2024-08-06 08:00:00+01:00,69.77999877929688,70.5199966430664,69.72000122070312,70.22000122070312
2024-08-06 12:00:00+01:00,70.26000213623047,70.73999786376953,68.30799865722656,70.62000274658203
2024-08-06 16:00:00+01:00,70.58000183105469,70.69999694824219,70.27999877929688,70.44000244140625
2024-08-07 08:00:00+01:00,70.77999877929688,72.31999969482422,70.68060302734375,72.31999969482422
2024-08-07 12:00:00+01:00,72.31999969482422,73.45999908447266,72.27999877929688,73.22000122070312
2024-08-07 16:00:00+01:00,73.23999786376953,73.31999969482422,73.16000366210938,73.19999694824219
2024-08-08 08:00:00+01:00,73.0199966430664,73.4000015258789,72.27999877929688,73.04000091552734
2024-08-08 12:00:00+01:00,73.04000091552734,73.58000183105469,72.66000366210938,73.56539916992188
2024-08-08 16:00:00+01:00,73.55999755859375,73.69999694824219,73.54000091552734,73.63999938964844
2024-08-09 08:00:00+01:00,73.69999694824219,74.12000274658203,73.33999633789062,74.05999755859375
2024-08-09 12:00:00+01:00,74.08000183105469,74.31999969482422,73.69999694824219,74.0199966430664
2024-08-09 16:00:00+01:00,74.0260009765625,74.08000183105469,73.76000213623047,73.80000305175781
